1493306736, 2017/4/27 15:25:36,-0.19,0.42,-0.39,-0.55,-0.71,10.04
1493306736, 2017/4/27 15:25:36,-0.15,0.31,-0.37,0.12,-2.12,9.89
1493306736, 2017/4/27 15:25:36,0.28,0.22,-0.39,0.31,-13.42,13.06
1493306736, 2017/4/27 15:25:36,0.23,-0.10,-0.58,-1.29,2.51,5.88
1493306736, 2017/4/27 15:25:36,0.36,-0.07,-0.48,-1.49,-1.88,13.14
1493306736, 2017/4/27 15:25:36,0.32,0.02,-0.39,-0.51,-1.26,9.34
1493306736, 2017/4/27 15:25:36,0.44,0.14,-0.39,-1.06,-1.02,11.02
1493306736, 2017/4/27 15:25:36,0.79,0.23,-0.41,-1.69,-1.41,10.32
1493306736, 2017/4/27 15:25:36,1.13,-0.18,-0.67,-13.14,7.22,17.89
1493306736, 2017/4/27 15:25:36,0.06,-0.52,-0.80,-0.16,1.69,5.77
1493306736, 2017/4/27 15:25:36,-0.20,-0.50,-0.71,0.04,-1.29,11.34
1493306736, 2017/4/27 15:25:36,-0.03,-0.32,-0.63,-0.43,-0.67,11.10
1493306736, 2017/4/27 15:25:36,-0.05,-0.14,-0.63,-1.10,0.43,8.90
1493306736, 2017/4/27 15:25:36,-0.16,0.02,-0.63,-0.16,0.20,8.55
1493306736, 2017/4/27 15:25:36,-0.17,0.31,-0.62,-3.73,-0.04,10.28
1493306736, 2017/4/27 15:25:36,-0.30,0.06,-1.02,-1.41,-0.78,10.43
1493306736, 2017/4/27 15:25:36,-0.40,-0.27,-1.19,1.73,-0.94,12.71
1493306736, 2017/4/27 15:25:36,0.55,0.12,-0.43,3.41,2.71,4.39
1493306736, 2017/4/27 15:25:36,0.23,-0.21,-0.31,-1.26,-1.14,10.98
1493306736, 2017/4/27 15:25:36,-0.04,-0.81,-0.61,-2.39,0.51,10.36
1493306736, 2017/4/27 15:25:36,0.30,-0.27,-0.49,-2.20,0.71,9.14
1493306736, 2017/4/27 15:25:36,0.41,0.19,-0.47,-2.12,0.12,10.24
1493306736, 2017/4/27 15:25:36,0.33,0.21,-0.68,-0.90,-1.14,10.87
1493306736, 2017/4/27 15:25:36,0.42,0.04,-0.75,-0.31,-0.31,9.38
1493306736, 2017/4/27 15:25:36,0.58,0.13,-0.59,-0.16,0.12,9.45
1493306736, 2017/4/27 15:25:36,0.45,0.15,-0.54,-0.24,-1.02,10.94
1493306737, 2017/4/27 15:25:37,0.39,0.04,-0.59,-0.63,-0.31,10.51
1493306737, 2017/4/27 15:25:37,0.48,0.02,-0.67,-0.59,0.78,9.49
1493306737, 2017/4/27 15:25:37,0.43,0.09,-0.49,-0.55,0.16,9.89
1493306737, 2017/4/27 15:25:37,0.48,0.37,-0.16,1.14,-0.59,10.20
1493306737, 2017/4/27 15:25:37,0.48,0.29,-0.24,-2.04,0.43,10.04
1493306737, 2017/4/27 15:25:37,0.23,-0.03,-0.38,-2.43,-0.55,10.00
1493306737, 2017/4/27 15:25:37,0.09,0.04,-0.29,-1.80,-0.82,10.20
1493306737, 2017/4/27 15:25:37,-0.03,0.09,-0.35,-1.84,-1.65,12.12
1493306737, 2017/4/27 15:25:37,-0.09,0.07,-0.41,-1.92,-1.29,11.34
1493306737, 2017/4/27 15:25:37,-0.07,-0.00,-0.47,-1.69,-0.31,10.40
1493306737, 2017/4/27 15:25:37,0.01,-0.07,-0.51,-1.96,-0.27,10.83
1493306737, 2017/4/27 15:25:37,0.03,-0.01,-0.52,-2.79,2.86,3.49
1493306737, 2017/4/27 15:25:37,0.17,0.15,-0.58,-2.39,-1.18,10.75
1493306737, 2017/4/27 15:25:37,0.18,0.15,-0.54,-2.59,-0.67,9.96
1493306737, 2017/4/27 15:25:37,0.12,0.01,-0.49,-2.43,-0.12,10.08
1493306737, 2017/4/27 15:25:37,-0.10,0.04,-0.43,-2.90,0.51,9.45
1493306737, 2017/4/27 15:25:37,-0.37,0.01,-0.46,-2.51,0.04,10.75
1493306737, 2017/4/27 15:25:37,-0.59,-0.12,-0.55,-2.08,0.08,10.59
1493306737, 2017/4/27 15:25:37,-0.26,-0.09,-0.63,-2.79,0.43,9.26
1493306737, 2017/4/27 15:25:37,-0.35,0.15,-0.58,-2.43,0.98,10.24
1493306737, 2017/4/27 15:25:37,-0.41,-0.09,-0.60,-3.18,-1.22,10.83
1493306737, 2017/4/27 15:25:37,-0.07,-0.46,-0.63,-2.82,-1.14,10.24
1493306737, 2017/4/27 15:25:37,0.01,-1.16,-0.81,-1.69,0.63,9.45
1493306737, 2017/4/27 15:25:37,-0.16,-1.22,-0.75,-1.37,1.61,8.43
1493306737, 2017/4/27 15:25:37,-0.54,-0.90,-0.31,-0.51,0.16,8.47
1493306737, 2017/4/27 15:25:37,-0.67,-0.38,-0.09,-0.90,-0.82,9.14
1493306737, 2017/4/27 15:25:37,-0.67,0.40,-0.03,-2.16,-1.06,10.79
1493306737, 2017/4/27 15:25:37,-0.49,0.25,-0.10,-2.20,-1.14,10.00
1493306737, 2017/4/27 15:25:37,-0.33,0.07,-0.15,-2.20,-1.10,10.63
1493306737, 2017/4/27 15:25:37,-0.05,-0.21,-0.04,0.04,-1.73,9.49
1493306737, 2017/4/27 15:25:37,0.46,-0.77,-0.42,0.78,-1.84,8.75
1493306737, 2017/4/27 15:25:37,0.76,-0.52,-0.72,-0.51,0.59,8.24
1493306737, 2017/4/27 15:25:37,1.28,0.00,-0.91,-2.04,1.84,8.98
1493306737, 2017/4/27 15:25:37,1.03,-0.05,-1.13,0.86,0.67,12.71
1493306737, 2017/4/27 15:25:37,0.63,-0.23,-1.35,2.16,-0.35,10.28
1493306737, 2017/4/27 15:25:37,0.28,0.48,-2.26,1.02,0.04,11.26
1493306737, 2017/4/27 15:25:37,0.14,0.93,-2.35,-0.39,-0.43,12.04
1493306737, 2017/4/27 15:25:37,0.02,1.08,-1.81,-2.98,-1.73,11.53
1493306737, 2017/4/27 15:25:37,0.01,0.80,-1.51,-3.30,-1.29,11.45
1493306737, 2017/4/27 15:25:37,0.00,0.06,-1.16,-1.53,-1.14,9.85
1493306737, 2017/4/27 15:25:37,0.09,0.04,-1.11,-2.55,-0.43,10.16
1493306737, 2017/4/27 15:25:37,0.12,0.30,-0.99,-2.16,-0.51,11.73
1493306737, 2017/4/27 15:25:37,0.22,0.54,-1.08,-2.00,-0.12,13.30
1493306737, 2017/4/27 15:25:37,0.62,0.34,-1.19,-2.59,0.43,12.24
1493306737, 2017/4/27 15:25:37,1.30,-0.13,-1.26,-1.53,-0.04,12.28
1493306737, 2017/4/27 15:25:37,1.07,-0.54,-1.37,0.98,0.51,9.65
1493306737, 2017/4/27 15:25:37,0.30,-1.19,-1.03,0.82,0.27,12.12
1493306737, 2017/4/27 15:25:37,0.36,-1.11,-0.75,1.69,-0.08,13.49
1493306737, 2017/4/27 15:25:37,0.75,-0.01,-0.21,0.51,0.78,10.16
1493306737, 2017/4/27 15:25:37,0.75,0.40,-0.26,-2.08,3.61,9.22
1493306737, 2017/4/27 15:25:37,0.38,0.36,-0.46,-0.20,2.39,10.04
1493306737, 2017/4/27 15:25:37,0.04,0.35,-0.60,-1.02,1.45,12.08
1493306737, 2017/4/27 15:25:37,0.01,0.31,-0.63,-1.10,0.75,12.67
1493306737, 2017/4/27 15:25:37,0.13,0.12,-1.04,-1.92,0.67,12.98
1493306737, 2017/4/27 15:25:37,0.32,0.16,-1.36,-2.55,2.35,11.26
1493306737, 2017/4/27 15:25:37,0.16,0.06,-1.46,-2.82,1.80,10.67
1493306737, 2017/4/27 15:25:37,-0.32,-0.36,-2.02,-2.16,-0.71,10.00
1493306737, 2017/4/27 15:25:37,-0.42,-0.74,-2.56,-1.18,0.31,10.67
1493306737, 2017/4/27 15:25:37,-0.45,-0.97,-2.81,-0.82,0.86,8.87
1493306737, 2017/4/27 15:25:37,-0.56,-1.05,-2.25,-0.08,1.02,8.63
1493306737, 2017/4/27 15:25:37,-0.23,0.16,-1.27,-3.84,3.26,6.59
1493306737, 2017/4/27 15:25:37,0.01,0.30,-0.81,-1.18,0.67,11.18
1493306737, 2017/4/27 15:25:37,-0.01,0.16,-0.98,-0.63,1.45,9.85
1493306737, 2017/4/27 15:25:37,-0.13,0.12,-0.96,0.43,-0.16,10.47
1493306737, 2017/4/27 15:25:37,-0.50,-0.25,-1.07,-1.02,-0.75,10.98
1493306738, 2017/4/27 15:25:38,-0.72,-0.81,-1.12,-0.86,-0.55,9.69
1493306738, 2017/4/27 15:25:38,-0.63,-0.50,-0.96,-1.26,-1.22,10.28
1493306738, 2017/4/27 15:25:38,-0.38,-0.11,-0.47,-0.78,-0.71,10.28
1493306738, 2017/4/27 15:25:38,-0.20,0.05,-0.22,-1.96,-0.20,9.34
1493306738, 2017/4/27 15:25:38,-0.05,-0.17,-0.28,-1.57,-0.55,9.89
1493306738, 2017/4/27 15:25:38,0.04,-0.37,-0.50,0.16,-0.86,9.02
1493306738, 2017/4/27 15:25:38,0.54,-0.48,-0.55,-0.55,-0.82,8.67
1493306738, 2017/4/27 15:25:38,0.63,-0.46,-0.34,-0.35,-0.59,7.37
1493306738, 2017/4/27 15:25:38,0.64,-0.43,-0.22,-0.43,-0.47,7.57
1493306738, 2017/4/27 15:25:38,0.32,-0.36,-0.38,0.86,-2.35,9.61
1493306738, 2017/4/27 15:25:38,0.38,-0.22,-0.41,0.43,-2.31,9.49
1493306738, 2017/4/27 15:25:38,0.75,0.46,-0.12,-0.51,-2.00,9.89
1493306738, 2017/4/27 15:25:38,0.92,0.75,-0.08,-1.18,-2.08,9.89
1493306738, 2017/4/27 15:25:38,1.07,0.67,-0.07,-1.06,-2.04,8.39
1493306738, 2017/4/27 15:25:38,0.94,0.72,0.05,-1.61,-1.57,8.39
1493306738, 2017/4/27 15:25:38,0.61,0.62,0.17,-2.04,-1.06,8.24
1493306738, 2017/4/27 15:25:38,0.35,0.43,0.09,-1.37,-1.53,8.55
1493306738, 2017/4/27 15:25:38,0.15,-0.07,-0.26,-0.71,-0.90,9.77
1493306738, 2017/4/27 15:25:38,0.20,-0.31,-0.40,-0.59,-0.67,10.20
1493306738, 2017/4/27 15:25:38,0.20,-0.73,-0.44,-0.67,-1.37,9.18
1493306738, 2017/4/27 15:25:38,0.23,-0.72,-0.49,-0.16,-1.10,8.28
1493306738, 2017/4/27 15:25:38,0.36,-0.50,-0.30,-0.43,-1.33,8.12
1493306738, 2017/4/27 15:25:38,0.25,-0.11,-0.01,-1.49,-2.43,9.26
1493306738, 2017/4/27 15:25:38,0.14,-0.17,-0.23,-1.18,-0.67,7.30
1493306738, 2017/4/27 15:25:38,-0.22,-0.30,-0.42,-0.63,-0.71,8.47
1493306738, 2017/4/27 15:25:38,-0.29,-0.50,-0.50,0.04,-0.86,8.32
1493306738, 2017/4/27 15:25:38,-0.53,-0.39,-0.41,-0.75,-1.18,9.61
1493306738, 2017/4/27 15:25:38,-0.49,-0.50,-0.47,-0.43,-0.67,9.14
1493306738, 2017/4/27 15:25:38,-0.34,-0.62,-0.35,0.12,-1.33,9.14
1493306738, 2017/4/27 15:25:38,-0.23,-0.55,-0.34,0.75,-1.18,8.47
1493306738, 2017/4/27 15:25:38,-0.18,-0.26,-0.34,1.41,-1.49,8.59
1493306738, 2017/4/27 15:25:38,-0.21,-0.04,-0.29,1.18,-1.61,8.59
1493306738, 2017/4/27 15:25:38,-0.09,0.33,-0.07,-0.67,-1.65,9.41
1493306738, 2017/4/27 15:25:38,-0.09,0.34,-0.07,-0.71,-1.37,10.08
1493306738, 2017/4/27 15:25:38,-0.19,-0.06,0.03,-1.22,-1.57,10.40
1493306738, 2017/4/27 15:25:38,-0.23,-0.14,0.04,-1.57,-1.92,9.92
1493306738, 2017/4/27 15:25:38,-0.22,-0.24,-0.04,-0.78,-2.04,10.00
1493306738, 2017/4/27 15:25:38,0.04,-0.42,-0.03,-0.43,-2.24,10.20
1493306738, 2017/4/27 15:25:38,0.14,-0.46,0.06,-0.67,-1.92,9.61
1493306738, 2017/4/27 15:25:38,0.23,-0.39,0.14,-0.75,-2.35,9.38
1493306738, 2017/4/27 15:25:38,0.17,-0.34,0.16,-1.02,-2.75,9.41
1493306738, 2017/4/27 15:25:38,0.14,-0.52,0.25,-0.90,-2.24,9.38
1493306738, 2017/4/27 15:25:38,0.06,-0.56,0.31,-1.02,-2.24,9.81
1493306738, 2017/4/27 15:25:38,0.02,-0.58,0.32,-1.14,-1.96,10.16
1493306738, 2017/4/27 15:25:38,-0.11,-0.61,0.27,-0.35,-1.84,9.77
1493306738, 2017/4/27 15:25:38,-0.15,-0.50,0.25,-0.04,-2.08,9.81
1493306738, 2017/4/27 15:25:38,-0.17,-0.18,0.29,0.16,-2.55,10.71
1493306738, 2017/4/27 15:25:38,-0.11,-0.14,0.27,0.24,-2.47,10.59
1493306738, 2017/4/27 15:25:38,0.09,0.04,0.31,-0.08,-2.35,9.92
1493306738, 2017/4/27 15:25:38,0.09,0.15,0.34,-0.78,-2.04,10.32
1493306738, 2017/4/27 15:25:38,0.03,0.24,0.43,-1.45,-1.80,10.59
1493306738, 2017/4/27 15:25:38,-0.06,0.16,0.42,-1.18,-1.53,9.69
1493306738, 2017/4/27 15:25:38,-0.23,-0.06,0.40,-1.06,-2.08,9.96
1493306738, 2017/4/27 15:25:38,-0.24,-0.11,0.41,-0.98,-2.04,9.96
1493306738, 2017/4/27 15:25:38,-0.19,-0.12,0.41,-0.43,-1.73,9.41
1493306738, 2017/4/27 15:25:38,-0.12,0.00,0.45,-0.35,-1.69,10.08
1493306738, 2017/4/27 15:25:38,-0.12,0.15,0.47,-1.06,-1.33,9.89
1493306738, 2017/4/27 15:25:38,-0.10,0.28,0.49,-1.45,-0.94,9.85
1493306738, 2017/4/27 15:25:38,-0.06,0.12,0.47,-1.37,-0.82,9.85
1493306738, 2017/4/27 15:25:38,-0.02,-0.01,0.46,-0.98,-0.08,9.53
1493306738, 2017/4/27 15:25:38,-0.01,-0.12,0.46,-0.75,-0.12,9.57
1493306738, 2017/4/27 15:25:38,-0.16,-0.24,0.48,-0.90,0.00,10.12
1493306738, 2017/4/27 15:25:38,-0.23,-0.29,0.51,-0.43,0.27,10.00
1493306738, 2017/4/27 15:25:38,-0.30,-0.30,0.71,-1.10,-0.86,10.40
1493306738, 2017/4/27 15:25:38,-0.20,-0.34,0.81,-1.49,-1.02,10.40
1493306739, 2017/4/27 15:25:39,-0.17,-0.57,0.70,-0.12,-1.84,9.49
1493306739, 2017/4/27 15:25:39,-0.31,-0.42,0.61,-0.51,-0.47,10.36
1493306739, 2017/4/27 15:25:39,-0.34,0.07,0.18,0.51,-0.94,10.59
1493306739, 2017/4/27 15:25:39,-0.13,-0.33,0.24,-0.35,-0.31,11.06
1493306739, 2017/4/27 15:25:39,-0.01,-0.45,0.49,-0.08,0.35,10.79
1493306739, 2017/4/27 15:25:39,-0.10,-0.45,0.37,0.04,0.43,10.00
1493306739, 2017/4/27 15:25:39,-0.09,-0.35,0.42,-0.27,0.04,10.63
1493306739, 2017/4/27 15:25:39,-0.04,-0.21,0.47,-0.51,0.08,9.85
1493306739, 2017/4/27 15:25:39,-0.01,-0.25,0.46,-0.67,-0.12,10.04
1493306739, 2017/4/27 15:25:39,0.08,-0.39,0.49,-0.51,0.00,9.92
1493306739, 2017/4/27 15:25:39,0.14,-0.44,0.51,-0.20,-0.35,10.08
1493306739, 2017/4/27 15:25:39,0.15,-0.21,0.62,-0.12,-0.90,10.28
1493306739, 2017/4/27 15:25:39,0.18,-0.01,0.66,-0.39,-0.71,10.47
1493306739, 2017/4/27 15:25:39,0.32,0.09,0.64,-0.86,-0.04,9.85
1493306739, 2017/4/27 15:25:39,0.25,0.03,0.59,-1.49,-1.10,10.16
1493306739, 2017/4/27 15:25:39,0.35,-0.07,0.67,-0.67,-0.31,9.30
1493306739, 2017/4/27 15:25:39,0.41,0.01,0.63,-0.75,-0.67,9.38
1493306739, 2017/4/27 15:25:39,0.39,0.12,0.61,-0.86,-0.20,9.26
1493306739, 2017/4/27 15:25:39,0.41,0.13,0.62,-1.10,-0.04,9.77
1493306739, 2017/4/27 15:25:39,0.36,0.07,0.64,-1.02,0.08,9.81
1493306739, 2017/4/27 15:25:39,0.24,-0.07,0.65,-0.90,0.00,9.65
1493306739, 2017/4/27 15:25:39,0.27,-0.16,0.64,-0.86,0.00,8.67
1493306739, 2017/4/27 15:25:39,0.36,-0.16,0.65,-0.86,0.04,8.83
1493306739, 2017/4/27 15:25:39,0.38,-0.17,0.66,-0.47,0.24,9.06
1493306739, 2017/4/27 15:25:39,0.36,-0.19,0.68,-0.82,0.39,9.65
1493306739, 2017/4/27 15:25:39,0.33,-0.19,0.73,-0.82,0.55,9.81
1493306739, 2017/4/27 15:25:39,0.29,-0.24,0.78,-0.98,0.78,9.61
1493306739, 2017/4/27 15:25:39,0.30,-0.28,0.78,-1.02,0.71,9.85
1493306739, 2017/4/27 15:25:39,0.24,-0.36,0.76,-0.59,0.55,9.45
1493306739, 2017/4/27 15:25:39,0.05,-0.49,0.74,0.31,0.63,9.38
1493306739, 2017/4/27 15:25:39,-0.12,-0.35,0.68,-1.14,-2.00,11.02
1493306739, 2017/4/27 15:25:39,-0.38,0.21,0.61,-0.16,-0.35,10.55
1493306739, 2017/4/27 15:25:39,0.06,0.17,0.56,-1.10,-0.39,10.87
1493306739, 2017/4/27 15:25:39,0.46,0.16,0.61,-1.22,-0.24,10.83
1493306739, 2017/4/27 15:25:39,0.65,0.13,0.60,-1.18,0.27,10.04
1493306739, 2017/4/27 15:25:39,0.50,0.22,0.54,-1.61,0.12,9.89
1493306739, 2017/4/27 15:25:39,0.35,0.23,0.53,-1.84,0.00,9.73
1493306739, 2017/4/27 15:25:39,0.24,-0.06,0.51,-1.57,0.35,9.18
1493306739, 2017/4/27 15:25:39,0.15,-0.15,0.50,-1.49,-0.08,9.41
1493306739, 2017/4/27 15:25:39,0.05,-0.25,0.51,-1.29,-0.39,9.57
1493306739, 2017/4/27 15:25:39,0.06,-0.46,0.50,-0.51,-0.90,9.22
1493306739, 2017/4/27 15:25:39,0.10,-0.50,0.47,-0.24,-0.98,9.02
1493306739, 2017/4/27 15:25:39,0.10,-0.37,0.38,-0.35,-0.75,8.55
1493306739, 2017/4/27 15:25:39,0.12,-0.29,0.32,-0.39,-0.75,8.59
1493306739, 2017/4/27 15:25:39,0.11,-0.18,0.18,-0.51,-0.55,8.71
1493306739, 2017/4/27 15:25:39,0.14,-0.16,0.15,-0.75,-0.31,8.87
1493306739, 2017/4/27 15:25:39,0.15,-0.27,0.11,-1.33,-0.04,9.57
1493306739, 2017/4/27 15:25:39,0.11,-0.40,0.07,-1.06,-0.63,8.71
1493306739, 2017/4/27 15:25:39,0.12,-0.87,-0.07,-1.14,0.59,8.39
1493306739, 2017/4/27 15:25:39,0.15,-0.57,-0.00,-0.20,-0.31,9.06
1493306739, 2017/4/27 15:25:39,0.18,-0.44,0.01,-0.90,-0.35,8.94
1493306739, 2017/4/27 15:25:39,0.16,-0.37,0.05,-1.22,-0.16,8.87
1493306739, 2017/4/27 15:25:39,0.11,-0.35,0.05,-1.18,-0.27,8.67
1493306739, 2017/4/27 15:25:39,0.04,-0.51,0.03,-0.55,-0.43,8.08
1493306739, 2017/4/27 15:25:39,-0.02,-0.49,0.03,-0.31,-0.43,8.39
1493306739, 2017/4/27 15:25:39,-0.02,-0.50,-0.05,-0.31,0.08,8.87
1493306739, 2017/4/27 15:25:39,0.02,-0.45,-0.08,-0.20,0.27,9.10
