1529247748, 2018/6/17 15:2:28,0.07,-0.19,0.02,-0.27,0.08,9.92
1529247748, 2018/6/17 15:2:28,0.07,-0.19,0.02,-0.27,0.16,9.96
1529247748, 2018/6/17 15:2:28,0.07,-0.19,0.02,-0.27,0.12,9.92
1529247748, 2018/6/17 15:2:28,0.07,-0.19,0.02,-0.27,0.08,10.00
1529247748, 2018/6/17 15:2:28,0.07,-0.19,0.02,-0.31,0.16,10.00
1529247748, 2018/6/17 15:2:28,0.07,-0.18,0.02,-0.27,0.12,10.00
1529247748, 2018/6/17 15:2:28,0.07,-0.18,0.02,-0.27,0.12,9.96
1529247748, 2018/6/17 15:2:28,0.07,-0.18,0.02,-0.31,0.12,10.00
1529247748, 2018/6/17 15:2:28,0.07,-0.18,0.02,-0.27,0.16,10.00
1529247748, 2018/6/17 15:2:28,0.07,-0.18,0.02,-0.35,0.12,9.96
1529247748, 2018/6/17 15:2:28,0.07,-0.18,0.02,-0.24,0.12,9.96
1529247748, 2018/6/17 15:2:28,0.07,-0.18,0.02,-0.31,0.20,10.04
1529247748, 2018/6/17 15:2:28,0.07,-0.18,0.02,-0.27,0.16,9.92
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.24,0.12,9.92
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.31,0.16,10.04
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.27,0.12,10.04
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.24,0.16,9.92
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.35,0.16,10.04
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.31,0.16,10.08
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.35,0.12,10.00
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.27,0.16,10.04
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.27,0.12,10.04
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.35,0.16,9.96
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.31,0.12,9.96
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.31,0.08,10.04
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.27,0.16,9.92
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.24,0.20,10.00
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.24,0.20,9.96
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.31,0.12,10.04
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.31,0.16,9.96
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.24,0.24,10.04
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.35,0.27,9.89
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.27,0.12,10.00
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.27,0.20,9.96
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.31,0.20,9.92
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.35,0.12,10.04
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.31,0.16,9.89
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.27,0.20,10.00
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.31,0.20,10.04
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.31,0.16,9.96
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.24,0.20,9.96
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.31,0.12,9.96
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.31,0.08,9.92
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.24,0.12,10.00
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.27,0.12,10.04
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.31,0.12,9.92
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.27,0.12,9.96
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.35,0.16,9.96
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.27,0.12,10.04
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.27,0.20,9.92
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.35,0.16,9.81
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.24,0.16,10.04
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.35,0.08,9.89
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.31,0.27,10.04
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.20,0.12,10.00
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.27,0.12,9.96
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.31,0.08,10.08
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.27,0.12,10.04
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.31,0.12,10.08
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.27,0.12,10.04
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.31,0.12,10.00
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.27,0.16,10.04
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.31,0.20,9.89
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.35,0.12,9.96
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.24,0.16,10.00
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.27,0.16,9.96
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.31,0.24,10.00
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.31,0.12,10.00
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.27,0.16,9.85
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.31,0.12,10.04
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.31,0.16,9.92
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.31,0.16,9.96
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.31,0.16,9.92
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.24,0.16,9.96
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.31,0.12,9.89
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.24,0.24,9.96
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.27,0.12,10.00
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.24,0.16,9.96
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.39,0.12,9.89
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.31,0.12,10.04
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.27,0.04,10.08
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.27,0.20,9.89
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.27,0.16,9.92
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.31,0.08,9.96
1529247749, 2018/6/17 15:2:29,0.07,-0.18,0.02,-0.35,0.16,10.00
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.24,0.16,10.00
1529247749, 2018/6/17 15:2:29,0.07,-0.19,0.02,-0.20,0.16,9.89
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.31,0.24,9.96
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.27,0.16,10.08
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.27,0.16,9.89
1529247750, 2018/6/17 15:2:30,0.07,-0.19,0.02,-0.24,0.16,9.89
1529247750, 2018/6/17 15:2:30,0.07,-0.19,0.02,-0.27,0.20,10.08
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.35,0.16,9.96
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.27,0.16,9.96
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.31,0.16,10.12
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.27,0.16,9.92
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.31,0.12,10.00
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.31,0.08,10.00
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.24,0.20,9.89
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.27,0.12,10.00
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.31,0.24,9.92
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.24,0.24,10.00
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.27,0.16,10.00
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.35,0.20,10.12
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.27,0.16,9.96
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.24,0.16,9.96
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.27,0.20,9.96
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.27,0.08,9.92
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.24,0.12,10.08
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.31,0.20,9.96
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.27,0.20,9.96
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.31,0.24,10.00
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.24,0.08,9.92
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.24,0.16,9.92
1529247750, 2018/6/17 15:2:30,0.07,-0.19,0.02,-0.31,0.16,9.96
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.27,0.24,9.96
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.24,0.12,10.04
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.24,0.20,9.96
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.27,0.20,9.96
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.31,0.20,9.92
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.16,0.20,9.89
1529247750, 2018/6/17 15:2:30,0.07,-0.19,0.02,-0.31,0.16,10.00
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.24,0.16,10.00
1529247750, 2018/6/17 15:2:30,0.07,-0.18,0.02,-0.27,0.20,9.96
1529247750, 2018/6/17 15:2:30,0.07,-0.19,0.02,-0.24,0.16,10.00
